"","m_gender","r_gender","m_age","sd_age","r_age","m_status","r_status","m_relate","sd_relate","r_relate","m_dist","sd_dist","r_dist"
"1",0.652,"0 - 1",40.86,14.51,"18.21 - 78.23",0.134,"0 - 1",0.04,0.128,"0 - 1",88.188,47.576,"0 - 196.580343948052"
